implementation	class	method	reference_kind	reference_address	value
0x009259c0	GameView	update:accurateDT:	selector	0x00e835c8	isSimulating
0x009259c0	GameView	update:accurateDT:	selector	0x00e835cc	setDouble:forKey:
0x009259c0	GameView	update:accurateDT:	selector	0x00e835d0	loadComplete
0x009259c0	GameView	update:accurateDT:	selector	0x00e835d4	translatingToGoal
0x009259c0	GameView	update:accurateDT:	selector	0x00e835d8	translation
0x009259c0	GameView	update:accurateDT:	selector	0x00e835dc	setTranslation:
0x009259c0	GameView	update:accurateDT:	selector	0x00e835e0	worldWidthMacro
0x009259c0	GameView	update:accurateDT:	selector	0x00e835e4	setFloat:forKey:
0x009259c0	GameView	update:accurateDT:	selector	0x00e835e8	takingPhoto
0x009259c0	GameView	update:accurateDT:	selector	0x00e835ec	pinchScaleChanged
0x009259c0	GameView	update:accurateDT:	selector	0x00e835f0	update:accurateDT:pinchScale:dragInProgress:
0x009290b0	GameView	render:	cfstring	0x00f93e18	%@/game/recentConnections
0x009290b0	GameView	render:	cfstring	0x00f93eb8	userName
0x009290b0	GameView	render:	cfstring	0x00f93ec8	worldName
0x009290b0	GameView	render:	cfstring	0x00f93ed8	saveID
0x009290b0	GameView	render:	cfstring	0x00f93ee8	connectionDate
0x009290b0	GameView	render:	cfstring	0x00f93ef8	playerID
0x009290b0	GameView	render:	cfstring	0x00f93f08	host
0x009290b0	GameView	render:	cfstring	0x00f93f18	port
0x009290b0	GameView	render:	cfstring	0x00f94048	hasBoughtIAP
0x009290b0	GameView	render:	cfstring	0x00f94318	cloudGame
0x009290b0	GameView	render:	cfstring	0x00f94328	loadAttemptsSinceSuccess
0x009290b0	GameView	render:	cfstring	0x00f94338	worldID
0x009290b0	GameView	render:	cfstring	0x00f94348	avatar.png
0x009290b0	GameView	render:	cfstring	0x00f94358	%@/saves/%@/avatar_%@_.png
0x009290b0	GameView	render:	selector	0x00e83350	match
0x009290b0	GameView	render:	selector	0x00e83364	release
0x009290b0	GameView	render:	selector	0x00e83370	alloc
0x009290b0	GameView	render:	selector	0x00e83378	objectAtIndex:
0x009290b0	GameView	render:	selector	0x00e8337c	stringWithFormat:
0x009290b0	GameView	render:	selector	0x00e83380	defaultManager
0x009290b0	GameView	render:	selector	0x00e83384	fileExistsAtPath:
0x009290b0	GameView	render:	selector	0x00e83394	countByEnumeratingWithState:objects:count:
0x009290b0	GameView	render:	selector	0x00e83398	stringByAppendingPathComponent:
0x009290b0	GameView	render:	selector	0x00e833b0	objectForKey:
0x009290b0	GameView	render:	selector	0x00e833c0	insertObject:atIndex:
0x009290b0	GameView	render:	selector	0x00e833c8	isEqualToString:
0x009290b0	GameView	render:	selector	0x00e833d0	numberWithBool:
0x009290b0	GameView	render:	selector	0x00e833d4	setObject:forKey:
0x009290b0	GameView	render:	selector	0x00e833e4	class
0x009290b0	GameView	render:	selector	0x00e833e8	isKindOfClass:
0x009290b0	GameView	render:	selector	0x00e833f0	dictionary
0x009290b0	GameView	render:	selector	0x00e833fc	instance
0x009290b0	GameView	render:	selector	0x00e83428	autorelease
0x009290b0	GameView	render:	selector	0x00e83434	pauseButtonTapped
0x009290b0	GameView	render:	selector	0x00e8344c	standardUserDefaults
0x009290b0	GameView	render:	selector	0x00e834dc	setBool:forKey:
0x009290b0	GameView	render:	selector	0x00e8350c	setLoopMP3s:
0x009290b0	GameView	render:	selector	0x00e835b8	doubleTimeUnlocked
0x009290b0	GameView	render:	selector	0x00e835c8	isSimulating
0x009290b0	GameView	render:	selector	0x00e835d0	loadComplete
0x009290b0	GameView	render:	selector	0x00e835f4	host
0x009290b0	GameView	render:	selector	0x00e835f8	port
0x009290b0	GameView	render:	selector	0x00e835fc	userName
0x009290b0	GameView	render:	selector	0x00e83604	saveID
0x009290b0	GameView	render:	selector	0x00e83608	worldName
0x009290b0	GameView	render:	selector	0x00e8360c	date
0x009290b0	GameView	render:	selector	0x00e83610	localPlayerID
0x009290b0	GameView	render:	selector	0x00e8361c	cloudKey
0x009290b0	GameView	render:	selector	0x00e83628	delayedOpenURLIfNeeded
0x009290b0	GameView	render:	selector	0x00e8362c	render:cameraZ:projectionMatrix:pinchScale:
0x009290b0	GameView	render:	selector	0x00e83630	numberWithInt:
0x009290b0	GameView	render:	selector	0x00e83634	stringByAppendingString:
0x009290b0	GameView	render:	selector	0x00e83638	setValue:forKey:
0x009290b0	GameView	render:	selector	0x00e8363c	simulationProgress
0x009290b0	GameView	render:	selector	0x00e83640	setProgress:
0x009290b0	GameView	render:	selector	0x00e83644	render:projectionMatrix:
0x009290b0	GameView	render:	selector	0x00e83648	doExitWorld
0x009290b0	GameView	render:	selector	0x00e8364c	populateGameSaves
0x009290b0	GameView	render:	selector	0x00e83650	initWithDelegate:windowInfo:cache:cloudInterface:
0x009290b0	GameView	render:	selector	0x00e83654	presentAddCreditUIForWorldWithName:worldID:currentCredit:
0x009290b0	GameView	render:	selector	0x00e83658	createWorldImmediately
0x009290b0	GameView	render:	selector	0x00e8365c	isLoading
0x009290b0	GameView	render:	selector	0x00e83660	initWithWindowInfo:cache:delegate:saveID:name:client:server:multiplayerWorldData:serverHostData:saveDelay:worldWidthMacro:customRules:expertMode:
0x009290b0	GameView	render:	selector	0x00e83664	setCloudInterface:
0x009290b0	GameView	render:	selector	0x00e83668	incrementalLoad
0x009290b0	GameView	render:	selector	0x00e8366c	setPVPEnabled:displayNotifciation:
0x009290b0	GameView	render:	selector	0x00e83670	setWorld:
0x009290b0	GameView	render:	selector	0x00e83674	startSimulatingIfNeeded
0x009290b0	GameView	render:	selector	0x00e83678	removeObjectAtIndex:
0x009290b0	GameView	render:	selector	0x00e8367c	dataWithPropertyList:format:options:error:
0x009290b0	GameView	render:	selector	0x00e83680	writeToFile:atomically:
0x009290b0	GameView	render:	selector	0x00e83684	updateiCloudRecentConnectionList
0x009290b0	GameView	render:	selector	0x00e83688	copyItemAtPath:toPath:error:
0x009290b0	GameView	render:	selector	0x00e8368c	incrementalLoadCount
0x009290b0	GameView	render:	selector	0x00e83690	isPlayingMP3
0x009290b0	GameView	render:	selector	0x00e83694	mainMenuSoundFinshedFadingOut
0x009290b0	GameView	render:	selector	0x00e83698	fadeOutMP3PlaybackWithFinishNotificationObject:action:stopOnFadeOut:
0x009290b0	GameView	render:	selector	0x00e8369c	startWorldLoadingWithName:worldSize:isGenerating:
0x0093ebd4	GameView	preUpdate:	selector	0x00e83860	preUpdate:
